id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10979575-B1,Adaptive auditory alerts ,"Allscripts Software, Llc",Todd Michael Eischeid,2013-10-31,2019-10-07,2021-04-13,2021-04-13,https://patents.google.com/patent/US10979575B1/en,https://patentimages.storage.googleapis.com/43/81/24/837508722be45e/US10979575-20210413-D00000.png
US-10223640-B2,Utilizing artificial intelligence for data extraction ,International Business Machines Corporation,"Agueda Martinez Hernandez Magro, Herbert Barrientos Carvajal",2017-04-28,2018-02-09,2019-03-05,2019-03-05,https://patents.google.com/patent/US10223640B2/en,https://patentimages.storage.googleapis.com/a7/41/62/1e130825efbff3/US10223640-20190305-D00000.png
US-11170891-B2,Image generation from a medical text report ,Siemens Healthcare Gmbh,"Puneet Sharma, Dominik Neumann, Ruth J. Soenius, Ulrich Hartung",2018-01-29,2019-01-22,2021-11-09,2021-11-09,https://patents.google.com/patent/US11170891B2/en,https://patentimages.storage.googleapis.com/bb/ed/af/76c9f234e38a65/US11170891-20211109-D00000.png
US-10842933-B2,Reservoir for collection and reuse of diverted medium ,"Osprey Medical, Inc.","William Burmaster, Tuan M. Doan, Rodney L. Houfburg",2012-08-28,2018-06-19,2020-11-24,2020-11-24,https://patents.google.com/patent/US10842933B2/en,https://patentimages.storage.googleapis.com/1a/65/9e/fbbeb6eb17f115/US10842933-20201124-D00000.png
US-11064918-B2,Patch-based physiological sensor ,"Baxter International Inc., Baxter Healthcare Sa","Erik TANG, Matthew Banet, Marshal Dhillon, James MCCANNA",2018-07-24,2018-07-24,2021-07-20,2021-07-20,https://patents.google.com/patent/US11064918B2/en,https://patentimages.storage.googleapis.com/1b/e1/68/a4c8f19855614d/US11064918-20210720-D00000.png
US-10384006-B2,Syringe filling and packaging system for hospital pharmacies ,"National Instrument, Llc","Nicholas J. Perazzo, Robert A. Rosen, John G. Grosskop, JR., Mark Bennett, John M. Chopper",2012-03-07,2016-08-01,2019-08-20,2019-08-20,https://patents.google.com/patent/US10384006B2/en,https://patentimages.storage.googleapis.com/c9/d4/25/51aba3d758c774/US10384006-20190820-D00000.png
US-10342620-B2,Efficient treatment of atrial fibrillation using three-dimensional electrical potential model ,Siemens Healthcare Gmbh,"Atilla Peter Kiraly, Tommaso Mansi, Ali Kamen",2014-04-15,2015-04-09,2019-07-09,2019-07-09,https://patents.google.com/patent/US10342620B2/en,https://patentimages.storage.googleapis.com/ad/e6/09/4171746e19dfaf/US10342620-20190709-D00000.png
US-10803995-B2,Method and system for non-invasive functional assessment of coronary artery stenosis using flow computations in diseased and hypothetical normal anatomical models ,Siemens Healthcare Gmbh,"Puneet Sharma, Lucian Mihai Itu",2014-05-05,2015-04-15,2020-10-13,2020-10-13,https://patents.google.com/patent/US10803995B2/en,https://patentimages.storage.googleapis.com/a0/6f/05/e3fb85089295d4/US10803995-20201013-D00000.png
US-11285321-B2,Methods and apparatuses for improving peripheral nerve function ,"The Regents Of The University Of California, U.S. Government represented by the Department of veterans Affairs, Lightside Md, Llc","Karunesh Ganguly, Adelyn Tsu, Nikhilesh Natraj, Gabriel Philip HOWLES-BANERJI, Rajiv Doshi, Kondapavulur T. VENKATESWARA-RAO",2016-11-15,2017-11-14,2022-03-29,2022-03-29,https://patents.google.com/patent/US11285321B2/en,https://patentimages.storage.googleapis.com/87/b4/8f/ff682b09e30386/US11285321-20220329-D00000.png
US-8630468-B2,Imaging method for the representation of the results of intravascular imaging and CFD results and medical system for execution of the method ,Siemens Aktiengesellschaft,Klaus Klingenbeck,2010-05-05,2011-05-04,2014-01-14,2014-01-14,https://patents.google.com/patent/US8630468B2/en,https://patentimages.storage.googleapis.com/53/f8/40/30680d928ddfbb/US08630468-20140114-D00000.png
US-9646258-B2,Techniques to provide real-time processing enhancements and modeling for data anomaly detection pertaining to medical events using decision trees ,Sas Institute Inc.,"Steven William Enck, Emily Chapman-McQuiston, Daniel Kelly",2015-09-24,2016-09-23,2017-05-09,2017-05-09,https://patents.google.com/patent/US9646258B2/en,https://patentimages.storage.googleapis.com/93/85/f8/f3dc659902b7de/US09646258-20170509-D00000.png
US-10682767-B2,Methods for operating medical imaging devices and medical imaging devices ,Siemens Healthcare Gmbh,"Alexander Grafenberg, Hans Schweizer",2017-08-15,2018-08-13,2020-06-16,2020-06-16,https://patents.google.com/patent/US10682767B2/en,https://patentimages.storage.googleapis.com/78/b1/7e/76a5d947e4fe7d/US10682767-20200616-D00000.png
US-8925812-B2,Medical device tracking system and apparatus ,"Carol A Schmucker, Fred P Schoville","Carol A Schmucker, Fred P Schoville",2013-03-15,2013-03-15,2015-01-06,2015-01-06,https://patents.google.com/patent/US8925812B2/en,https://patentimages.storage.googleapis.com/e2/04/93/f1c29f3749640a/US08925812-20150106-D00000.png
US-10824695-B2,Method and apparatus for determining a similarity parameter for an original protocol with a reference protocol for medical imaging ,Siemens Healthcare Gmbh,Miriam Keil,2016-09-07,2017-09-07,2020-11-03,2020-11-03,https://patents.google.com/patent/US10824695B2/en,https://patentimages.storage.googleapis.com/92/d6/9a/fcee56913584be/US10824695-20201103-D00000.png
US-10006758-B2,Locating the body surface position of a CT scanned subject ,"Shenyang Neusoft Medical Systems Co., Ltd.",Gang Yan,2014-10-27,2015-10-27,2018-06-26,2018-06-26,https://patents.google.com/patent/US10006758B2/en,https://patentimages.storage.googleapis.com/4e/a4/86/3c003d99c3c5d6/US10006758-20180626-D00000.png
US-10311603-B2,Correcting positron emission tomography image attenuation ,"Shenyang Neusoft Medical Systems Co., Ltd.","Yunda LI, Yue Liu",2016-11-11,2017-11-10,2019-06-04,2019-06-04,https://patents.google.com/patent/US10311603B2/en,https://patentimages.storage.googleapis.com/89/ee/10/50c9b1bae3c3f1/US10311603-20190604-D00000.png
US-10602975-B2,Method and system for analyzing skin lesions ,Stmicroelectronics S.R.L.,"Francesco RUNDO, Giuseppe Luigi Banna",2016-11-29,2019-06-12,2020-03-31,2020-03-31,https://patents.google.com/patent/US10602975B2/en,https://patentimages.storage.googleapis.com/ee/05/d9/2a1df86d3539af/US10602975-20200331-D00000.png
US-10354438-B2,Illumination in rendering of anatomy with functional information ,Siemens Healthcare Gmbh,"Klaus Engel, James Williams",2015-09-02,2015-09-02,2019-07-16,2019-07-16,https://patents.google.com/patent/US10354438B2/en,https://patentimages.storage.googleapis.com/10/58/8f/07ada7f9658b60/US10354438-20190716-D00000.png
US-11282598-B2,Starter kit for basal insulin titration ,Novo Nordisk A/S,"Brad Warren Van Orden, Jakob Oest Wielandt, Thomas Dedenroth Miller, Tinna Bjoerk Aradottir, Pete Brockmeier, Henrik Bengtsson",2016-08-25,2017-08-24,2022-03-22,2022-03-22,https://patents.google.com/patent/US11282598B2/en,https://patentimages.storage.googleapis.com/f8/2e/fc/68c00a2697352e/US11282598-20220322-D00000.png
US-10702190-B2,Method for recognizing user activity and electronic device for the same ,"Samsung Electronics Co., Ltd.","Yanggu Jo, Seungbeom RYU, Byungjun Lee, Wonhee Lee, Jeong Gwan KANG, Taeho Kim, Jeong-Min Park",2016-11-01,2017-11-01,2020-07-07,2020-07-07,https://patents.google.com/patent/US10702190B2/en,https://patentimages.storage.googleapis.com/2c/de/fd/d43f0058e5a6fe/US10702190-20200707-D00000.png
US-10539558-B2,Methods for categorizing and treating subjects at risk for pulmonary exacerbation and disease progression ,National Jewish Health,Milene Saavedra,2014-03-21,2018-09-18,2020-01-21,2020-01-21,https://patents.google.com/patent/US10539558B2/en,https://patentimages.storage.googleapis.com/2a/99/93/aadc214279dbef/US10539558-20200121-D00001.png
US-10650061-B2,Systems and methods for generating interactive hypermedia-based graphical user interfaces for mobile devices ,"Teletracking Technologies, Inc.","Jason A. Spector, Shawn M. Melvin",2016-12-23,2017-12-22,2020-05-12,2020-05-12,https://patents.google.com/patent/US10650061B2/en,https://patentimages.storage.googleapis.com/0f/4e/ee/acc4c885989dfc/US10650061-20200512-D00000.png
US-10864059-B2,RFID tag enabled needle shield ,Shl Medical Ag,"Markus Bauss, Thomas Dietl",2016-07-11,2020-05-11,2020-12-15,2020-12-15,https://patents.google.com/patent/US10864059B2/en,https://patentimages.storage.googleapis.com/51/c2/01/47d26513b13613/US10864059-20201215-D00000.png
US-11160510-B2,Video clip selector for medical imaging and diagnosis ,"Caption Health, Inc.","Charles Cadieu, Ha Hong, Kilian Koepsell, Johan Mathe, Nicolas Poilvert, Michael Cannon, Nathanael Romano, Natalia Bilenko, Charles Chen, Nina Miolane",2018-06-25,2020-10-20,2021-11-02,2021-11-02,https://patents.google.com/patent/US11160510B2/en,https://patentimages.storage.googleapis.com/70/0b/48/06275b608cbf33/US11160510-20211102-D00000.png
US-8548439-B2,Interactive property communication system ,Curtis E. Quady,Curtis E. Quady,2011-05-30,2012-04-27,2013-10-01,2013-10-01,https://patents.google.com/patent/US8548439B2/en,https://patentimages.storage.googleapis.com/51/d3/49/a6c04a410afda9/US08548439-20131001-D00000.png
US-9968274-B2,Systems and methods for processing ECG data ,"Infobionic, Inc.","Lev Korzinov, Eric Baumann, Anna McNamara",2016-04-29,2016-04-29,2018-05-15,2018-05-15,https://patents.google.com/patent/US9968274B2/en,https://patentimages.storage.googleapis.com/66/1c/ae/da017352d19dba/US09968274-20180515-D00000.png
US-11058209-B2,Beauty counseling information providing device and beauty counseling information providing method ,Lg Electronics Inc.,Shin Jae Kang,2019-08-16,2019-10-11,2021-07-13,2021-07-13,https://patents.google.com/patent/US11058209B2/en,https://patentimages.storage.googleapis.com/cd/b0/c8/28bd17ecda449d/US11058209-20210713-D00000.png
US-11295866-B2,System and method of conducting in silico clinical trials ,"Fresenius Medical Care Holdings, Inc.","Doris Fuertinger, Franz Kappel, Peter Kotanko, Stephan Thijssen",2014-12-18,2015-12-18,2022-04-05,2022-04-05,https://patents.google.com/patent/US11295866B2/en,https://patentimages.storage.googleapis.com/66/2d/0e/76512bb96b6d81/US11295866-20220405-D00000.png
US-9788767-B1,"System and method for monitoring nitric oxide levels using a non-invasive, multi-band biosensor ",Sanmina Corporation,Robert Steven Newberry,2015-09-25,2017-06-14,2017-10-17,2017-10-17,https://patents.google.com/patent/US9788767B1/en,https://patentimages.storage.googleapis.com/c1/18/a1/5ce1324b3153ac/US09788767-20171017-D00000.png
US-10820803-B2,Patient management system and patient management server ,Kabushiki Kaisha Topcon,"Yasufumi Fukuma, Makoto Fujino, Hisashi Tsukada, Takashi Kubota",2013-08-08,2014-07-25,2020-11-03,2020-11-03,https://patents.google.com/patent/US10820803B2/en,https://patentimages.storage.googleapis.com/ff/90/15/1f225ed3381d61/US10820803-20201103-D00000.png
US-9101334-B2,Method and system for real time visualization of individual health condition on a mobile device ,Matthias W. Rath,"Matthias W Rath, Aleksandra Niedzwiecki, Dirk Fried Karnath",2011-08-13,2015-02-04,2015-08-11,2015-08-11,https://patents.google.com/patent/US9101334B2/en,https://patentimages.storage.googleapis.com/4c/e6/6f/3c292b12c6363f/US09101334-20150811-D00000.png
US-11141104-B2,Infant warming system having ECG monitor and method for providing resuscitation assistance ,General Electric Company,"Muge Pirtini Cetingul, James Patrick Cipriano, Thomas Charles Underwood, Steven Mitchell Falk, Karen P. Starr",2017-06-22,2017-06-22,2021-10-12,2021-10-12,https://patents.google.com/patent/US11141104B2/en,https://patentimages.storage.googleapis.com/fd/67/e5/59770a6402791d/US11141104-20211012-D00000.png
US-9779483-B2,Measurement and enhancement in a multi-modality medical imaging system ,Volcano Corporation,"Asher Cohen, Ad Kleijberg, Aaron J. Cheline",2012-12-26,2013-12-19,2017-10-03,2017-10-03,https://patents.google.com/patent/US9779483B2/en,https://patentimages.storage.googleapis.com/ab/b4/31/4a124096ac7a8c/US09779483-20171003-D00000.png
US-9075668-B1,"Method, apparatus and system for integrating dynamic recognition of complex events with case-based processing ",Emc Corporation,"John Daniel Hushon, David S. Reiner, Igor Makhlin",2010-12-23,2010-12-23,2015-07-07,2015-07-07,https://patents.google.com/patent/US9075668B1/en,https://patentimages.storage.googleapis.com/09/2a/c1/6b534acf21cf86/US09075668-20150707-D00000.png
US-9432378-B1,Internet of things security ,Jerome Svigals,Jerome Svigals,2011-09-23,2016-05-06,2016-08-30,2016-08-30,https://patents.google.com/patent/US9432378B1/en,https://patentimages.storage.googleapis.com/dc/a9/2c/17dde80544ce70/US09432378-20160830-D00000.png
US-10642953-B2,Data labeling and indexing in a multi-modality medical imaging system ,Philips Image Guided Therapy Corporation,"Aaron Cheline, Asher Cohen",2012-12-26,2013-12-19,2020-05-05,2020-05-05,https://patents.google.com/patent/US10642953B2/en,https://patentimages.storage.googleapis.com/d2/89/92/47a5475e934613/US10642953-20200505-D00000.png
US-10575786-B2,System and method for photoplethysmogram (PPG) signal quality assessment ,Tate Consultancy Services Limited,"Shahnawaz Alam, Shreyasi Datta, Anirban Dutta Choudhury, Arpan Pal",2017-11-06,2018-03-06,2020-03-03,2020-03-03,https://patents.google.com/patent/US10575786B2/en,https://patentimages.storage.googleapis.com/fb/f6/99/f1ed342b270c9b/US10575786-20200303-D00000.png
US-10380322-B2,System for electronically administering health services ,"Zillion Group, Inc.","William J Van Wyck, Theresa Biasi, Anuja Ketan, Kelly Jura, Miranda McGill, Andre Roussel",2015-01-29,2015-01-29,2019-08-13,2019-08-13,https://patents.google.com/patent/US10380322B2/en,https://patentimages.storage.googleapis.com/bd/66/a4/7f29b6fa039eb3/US10380322-20190813-D00000.png
US-11139078-B1,Battery and workstation monitoring system and display ,"Enovate Medical, Llc","Mark Dalen, Arlow Farrell",2017-08-10,2020-01-21,2021-10-05,2021-10-05,https://patents.google.com/patent/US11139078B1/en,https://patentimages.storage.googleapis.com/a2/dd/74/91092ba1ae6c74/US11139078-20211005-D00000.png
US-11250934-B2,"Test server, test method, and test system ",Sony Corporation,"Tomohiko Nakamura, Naoki Morimoto",2014-04-18,2015-03-09,2022-02-15,2022-02-15,https://patents.google.com/patent/US11250934B2/en,https://patentimages.storage.googleapis.com/76/fe/7f/c8c7f16ec4729e/US11250934-20220215-D00000.png
US-10957437-B2,"Medication dispensing system, data-enabled medication box holder, and methods for reminding, monitoring, tracking, and/or communicating dose events ","PillScan, LLC","Mark Burrows, Neal Benjamin, Rafi Licht, David Mantelmacher",2017-02-01,2017-02-01,2021-03-23,2021-03-23,https://patents.google.com/patent/US10957437B2/en,https://patentimages.storage.googleapis.com/70/a5/6a/53a02057535f0f/US10957437-20210323-D00000.png
US-9904766-B2,Method and system for collaboration for sharing patient records on low computing resources on communication devices ,"Agnity Healthcare, Inc.","Sanjeev Chawla, Atul Varshneya, Amit Kumar",2012-04-04,2013-04-04,2018-02-27,2018-02-27,https://patents.google.com/patent/US9904766B2/en,https://patentimages.storage.googleapis.com/58/95/14/894661df4c77f0/US09904766-20180227-D00000.png
US-10453565-B2,Messaging protocol ,"Cerner Innovation, Inc.","Christopher Dillard Cline, Chad G. Hays, Aravind R. Mereddi",2016-12-28,2017-02-21,2019-10-22,2019-10-22,https://patents.google.com/patent/US10453565B2/en,https://patentimages.storage.googleapis.com/bd/ef/26/0fe258d688a3e3/US10453565-20191022-D00000.png
US-10694962-B2,Assessment of iron deposition post myocardial infarction as a marker of myocardial hemorrhage ,Cedars-Sinai Medical Center,"Rohan Dharmakumar, Ivan Cokic",2011-06-13,2016-03-09,2020-06-30,2020-06-30,https://patents.google.com/patent/US10694962B2/en,https://patentimages.storage.googleapis.com/a5/76/84/b913542e699633/US10694962-20200630-D00001.png
US-9186087-B2,Combined cardiac and respiratory motion compensation for atrial fibrillation ablation procedures ,"Siemens Aktiengesellschaft, Friedrich-Alexander-Universit채t Erlangen-N체rnberg","Rui Liao, Alexander Benjamin Brost, Wen Wu, Terrence Chen, Joachim Hornegger, Martin Willibald Koch, Norbert Strobel, Andreas Wimmer",2011-04-13,2012-03-29,2015-11-17,2015-11-17,https://patents.google.com/patent/US9186087B2/en,https://patentimages.storage.googleapis.com/6e/da/a9/8af886e4d97ff2/US09186087-20151117-D00000.png
US-8897530-B2,"Method, image processing device and computed tomography system for determining a proportion of necrotic tissue as well as computer program product with program sections for determining a proportion of necrotic tissue ",Siemens Aktiengesellschaft,"Thomas Flohr, Bernhard Schmidt, Martin Sedlmair, Marcus Wagner",2011-03-30,2012-03-29,2014-11-25,2014-11-25,https://patents.google.com/patent/US8897530B2/en,https://patentimages.storage.googleapis.com/fd/7e/b6/6192e6d9cc44bb/US08897530-20141125-D00000.png
